Symbol,N_Datasets,Consistent_Direction,Combined_Z_Stouffer,Combined_P_Stouffer,Combined_P_Stouffer_BH
KIF2C,2,TRUE,-4.147419663,3.36E-05,0.0008604797829
TOP2A,2,TRUE,-3.206862423,0.001341911544,0.01207901974
ZFYVE1,3,TRUE,3.329162368,0.0008710760656,0.008483745225
INTS2,2,TRUE,-3.673562134,0.0002391924801,0.00302492087
CCDC34,2,TRUE,-3.887096872,0.0001014502753,0.00168385626
MRPL47,2,TRUE,-5.186593709,2.14E-07,2.85E-05
IFI6,2,TRUE,4.002419334,6.27E-05,0.001283999375
TGFB3,2,TRUE,-3.914857141,9.05E-05,0.001587719162
TBC1D4,2,TRUE,-3.788210391,0.0001517363324,0.002185828719
LCMT1,3,TRUE,6.490721073,8.54E-11,2.71E-08
DNAJC12,3,TRUE,5.839410685,5.24E-09,9.68E-07
ARHGAP19,2,TRUE,-4.589377136,4.45E-06,0.000250617244
TNFRSF12A,2,TRUE,4.517236745,6.27E-06,0.0003137234077
PPID,3,TRUE,-2.946065848,0.003218438767,0.02516919664
TM7SF2,3,TRUE,3.612525393,0.000303229402,0.003581263622
SYNPO2L,2,TRUE,4.725878553,2.29E-06,0.0001814941227
MRPL11,2,TRUE,-4.616127189,3.91E-06,0.0002364691702
PEX11A,2,TRUE,3.686475216,0.0002273815747,0.002906783964
APOA1,2,TRUE,3.895793409,9.79E-05,0.001665174105
ITGB3BP,2,TRUE,-2.783592598,0.005376051435,0.03939007645
CROT,2,TRUE,3.780201613,0.0001567014167,0.002241672739
CENPH,2,TRUE,-4.520108053,6.18E-06,0.0003137234077
CYP1B1,2,TRUE,2.865739904,0.004160359092,0.03134168593
IGSF9,2,TRUE,-4.102849418,4.08E-05,0.0009871395486
GADD45A,2,TRUE,4.185927134,2.84E-05,0.0007806601738
PLEKHO1,2,TRUE,-3.639939633,0.0002727019663,0.003346888339
ICA1,3,TRUE,-3.560304692,0.0003704247339,0.004219289949
PRIM1,2,TRUE,-3.50952905,0.0004489010184,0.004968535066
PDZK1,3,TRUE,5.661164,1.50E-08,2.50E-06
ANXA3,2,TRUE,4.271271906,1.94E-05,0.0006515976281
CCDC99,2,TRUE,-3.685611758,0.0002281539355,0.00290743291
ASF1B,2,TRUE,-4.111594884,3.93E-05,0.000957438022
KIF20A,2,TRUE,-4.031877257,5.53E-05,0.001191183452
CYB5D2,4,TRUE,3.091556168,0.00199110309,0.0168939002
TCHP,2,TRUE,-3.8353669,0.0001253769896,0.001921676808
RBM39,2,TRUE,-4.510084854,6.48E-06,0.0003216872441
NDRG4,2,TRUE,3.978981442,6.92E-05,0.001370215835
C20orf27,2,TRUE,-4.233568953,2.30E-05,0.0007070200514
HLA-DRB5,3,TRUE,3.329681337,0.0008694542788,0.008480366368
CXorf38,3,TRUE,3.6708374,0.0002417571072,0.003038724813
FAM54A,2,TRUE,-4.20347188,2.63E-05,0.0007569222093
MATN2,2,TRUE,-3.57814782,0.0003460377373,0.003982427386
NAP1L1,5,TRUE,-4.21125769,2.54E-05,0.0007507975113
MSMB,4,TRUE,4.52521654,6.03E-06,0.000311116095
TNFRSF10B,3,TRUE,3.767811521,0.0001646849649,0.002311148494
IFIT1,3,TRUE,7.699007625,1.37E-14,1.82E-11
TYRP1,2,TRUE,3.914616412,9.05E-05,0.001587719162
RRAGD,2,TRUE,3.82623967,0.0001301156136,0.001971592395
TROAP,2,TRUE,-4.12237988,3.75E-05,0.0009238350678
ZWILCH,2,TRUE,-4.129819141,3.63E-05,0.0009147727592
PMS1,2,TRUE,-2.767874009,0.005642326341,0.04110926048
SAP30,2,TRUE,-3.937495714,8.23E-05,0.001502626356
ASCL1,2,TRUE,4.420725828,9.84E-06,0.0004333488185
IDUA,2,TRUE,3.939438511,8.17E-05,0.001496654748
CXorf57,2,TRUE,-3.200277334,0.001372954083,0.01232508848
PDSS1,2,TRUE,-3.430282407,0.0006029533502,0.006296461045
DYNC1LI1,3,TRUE,-3.732094823,0.000189893988,0.002568448507
TBC1D9,2,TRUE,3.845815641,0.000120152081,0.00186741038
PHGDH,2,TRUE,-3.624111272,0.0002899567615,0.003486329121
TRIM5,3,TRUE,3.165713904,0.001547028695,0.01357629932
KRT80,3,TRUE,3.617815769,0.0002970997481,0.003516561431
LIG1,2,TRUE,-3.159705099,0.001579289009,0.01380477068
SLC1A5,2,TRUE,-3.653408883,0.0002587816464,0.003199657085
EZH2,2,TRUE,-3.582177898,0.000340741617,0.003939439623
ACAT2,3,TRUE,-3.196200869,0.001392501321,0.01243344804
CDCA8,2,TRUE,-3.864620798,0.0001112619163,0.001787715621
BLM,2,TRUE,-4.025741154,5.68E-05,0.001210922822
RPL41,2,TRUE,-4.108820975,3.98E-05,0.0009654727357
CDC2,2,TRUE,-7.526615876,5.21E-14,5.77E-11
TMEM97,4,TRUE,-2.707421908,0.00678080216,0.04850096341
YPEL5,2,TRUE,3.913705949,9.09E-05,0.001587719162
UBE2T,2,TRUE,-4.601105434,4.20E-06,0.0002430898919
TIMP1,2,TRUE,3.944648775,7.99E-05,0.001496654748
CLEC2D,4,TRUE,-3.405683186,0.0006599871934,0.006743832274
MXD3,2,TRUE,-3.719381355,0.0001997113305,0.002656959542
AKAP1,2,TRUE,-4.079523621,4.51E-05,0.001045965219
RPS27L,2,TRUE,3.359066622,0.0007820621093,0.00775302109
AKR1C3,3,TRUE,3.307003986,0.0009429955017,0.009064748667
PBLD,4,TRUE,-3.011351494,0.002600875906,0.02115039917
PIAS2,3,TRUE,-3.287900012,0.001009376814,0.009551030676
PTGES,2,TRUE,6.644331899,3.05E-11,1.19E-08
TP53INP1,2,TRUE,4.381136821,1.18E-05,0.000487792824
CTSD,2,TRUE,4.016399594,5.91E-05,0.001243966606
CD68,2,TRUE,3.097986694,0.001948401765,0.01665908553
HLA-DRB1,2,TRUE,3.969342751,7.21E-05,0.001414210296
NUP188,2,TRUE,-3.891866802,9.95E-05,0.001674951667
FOXM1,2,TRUE,-4.516986791,6.27E-06,0.0003137234077
FADS3,2,TRUE,2.701401051,0.006904802251,0.04933484917
DSTN,2,TRUE,3.626388172,0.0002874132039,0.003469823289
PROCR,2,TRUE,3.091820375,0.001989331864,0.0168939002
OPTN,2,TRUE,5.168121744,2.36E-07,3.02E-05
SMC3,2,TRUE,-2.890881308,0.003841631794,0.02937302839
FH,2,TRUE,-4.346308939,1.38E-05,0.0005417370659
SLC27A3,2,TRUE,-3.935175084,8.31E-05,0.001509182197
CCL2,2,TRUE,3.340384266,0.0008366254275,0.008196218474
GMNN,2,TRUE,-4.569903337,4.88E-06,0.000268251093
C6orf72,2,TRUE,4.245078175,2.19E-05,0.0006888988494
TFF1,3,TRUE,2.930602498,0.003383053677,0.02634281405
DUS3L,2,TRUE,-3.280773105,0.001035229869,0.009726481762
PVALB,2,TRUE,-4.079699681,4.51E-05,0.001045965219
HK2,3,TRUE,-3.453422414,0.0005535215026,0.005891240056
LGALS1,2,TRUE,2.808054356,0.004984181334,0.03679775165
NPEPL1,3,TRUE,3.542288895,0.0003966707845,0.00445405197
GRN,3,TRUE,6.43656372,1.22E-10,3.70E-08
TRIM36,3,TRUE,-2.73674676,0.006205003893,0.04467065573
RFC4,2,TRUE,-4.181095644,2.90E-05,0.0007876079901
CLDN1,3,TRUE,3.581889529,0.0003411180431,0.003939439623
SEC31A,3,TRUE,3.125584777,0.001774519132,0.01534993662
CDC25C,2,TRUE,-3.775894939,0.0001594341863,0.002247967758
B2M,2,TRUE,4.233568953,2.30E-05,0.0007070200514
DHCR24,3,TRUE,-3.110972955,0.001864720168,0.01602599297
DHRS2,3,TRUE,4.548167987,5.41E-06,0.0002879780275
ERCC1,2,TRUE,3.803892281,0.0001424401394,0.002083657961
THOP1,2,TRUE,-4.268598918,1.97E-05,0.0006515976281
NUSAP1,2,TRUE,-3.634362909,0.0002786683837,0.00339505877
FANCB,2,TRUE,-4.077346056,4.56E-05,0.001052140149
TAF6L,2,TRUE,-3.928943262,8.53E-05,0.00153391462
IMPA2,2,TRUE,-3.722964909,0.0001968968963,0.002635328278
TNF,3,TRUE,3.08938109,0.002005739786,0.01699640899
CRAT,2,TRUE,-4.180188042,2.91E-05,0.0007876079901
PRC1,2,TRUE,-3.700414084,0.0002152479466,0.002791090333
FAM64A,2,TRUE,-4.034948239,5.46E-05,0.001183523988
HERC5,2,TRUE,3.154593302,0.001607219785,0.01401490852
FGFR4,2,TRUE,-4.205863323,2.60E-05,0.0007569222093
FSTL3,2,TRUE,4.80868555,1.52E-06,0.0001312482536
SERTAD4,3,TRUE,-3.514661878,0.0004403142214,0.004889766612
MALT1,4,TRUE,-2.778222701,0.005465714328,0.0399740441
MELK,2,TRUE,-4.000836233,6.31E-05,0.001283999375
PARP9,2,TRUE,5.100357172,3.39E-07,4.10E-05
CPE,2,TRUE,4.706519792,2.52E-06,0.0001904751307
RFC2,2,TRUE,-3.839112711,0.0001234797397,0.001904057916
DUT,3,TRUE,-3.826429834,0.0001300151865,0.001971592395
HCFC1,2,TRUE,-4.203537912,2.63E-05,0.0007569222093
COL12A1,2,TRUE,4.188976424,2.80E-05,0.0007766639805
NPNT,2,TRUE,3.725574673,0.0001948707517,0.002613468227
BUB1B,2,TRUE,-3.923610172,8.72E-05,0.001545446656
DUSP4,3,TRUE,6.490786811,8.54E-11,2.71E-08
TIMELESS,3,TRUE,-3.459349463,0.0005414818617,0.005790896052
NUDT1,2,TRUE,-4.654797575,3.24E-06,0.0002201263247
CNOT8,2,TRUE,-4.079928741,4.50E-05,0.001045965219
BUB1,2,TRUE,-3.923269409,8.74E-05,0.001545446656
LTB,2,TRUE,4.601413708,4.20E-06,0.0002430898919
CDCA7,4,TRUE,-3.94816733,7.88E-05,0.001488229176
BCL6,2,TRUE,3.327024019,0.0008777880722,0.008536617334
ABHD11,4,TRUE,2.948576875,0.003192407297,0.02501283079
HGD,2,TRUE,3.570023993,0.0003569485321,0.004093830406
CDCA3,3,TRUE,-3.675180068,0.0002376817186,0.003011540556
BRCA1,2,TRUE,-3.895057072,9.82E-05,0.001665980004
PIGU,3,TRUE,-3.239008121,0.001199461584,0.01099010806
IFIT2,2,TRUE,4.876979054,1.08E-06,9.95E-05
SLC41A3,2,TRUE,3.235918076,0.001212521784,0.01106405337
POLE,2,TRUE,-4.926987301,8.35E-07,8.42E-05
RASD1,3,TRUE,4.127068593,3.67E-05,0.0009188183206
APOE,2,TRUE,3.429426958,0.0006048572105,0.006306442264
MAP3K8,2,TRUE,4.516986791,6.27E-06,0.0003137234077
SERINC1,2,TRUE,3.604862022,0.0003123188129,0.003661819564
CDC7,2,TRUE,-3.014219355,0.002576414531,0.02097712296
ESPL1,2,TRUE,-4.193980965,2.74E-05,0.0007731081683
TCEAL1,2,TRUE,4.256832999,2.07E-05,0.0006728269534
UAP1,2,TRUE,-4.297371303,1.73E-05,0.0006051063493
XAF1,2,TRUE,2.955946034,0.003117116256,0.02450952404
TGIF1,2,TRUE,3.92354897,8.73E-05,0.001545446656
TUBA1A,2,TRUE,-3.62689163,0.0002868536135,0.003469823289
XRCC6,3,TRUE,-3.238066943,0.001203425682,0.01099613687
SLCO4A1,2,TRUE,-4.436359249,9.15E-06,0.0004066735461
PTTG2,2,TRUE,-3.832867998,0.0001266579253,0.00193240486
WDR67,2,TRUE,-3.888058692,0.0001010491948,0.00168385626
BECN1,4,TRUE,3.056217266,0.002241487686,0.01864166139
RLN2,2,TRUE,6.525362973,6.78E-11,2.51E-08
FAM102A,2,TRUE,4.606114544,4.10E-06,0.0002415102555
SERPINA1,2,TRUE,3.892239432,9.93E-05,0.001674951667
PCOLCE2,2,TRUE,-4.707315113,2.51E-06,0.0001904751307
MFSD7,2,TRUE,3.939583742,8.16E-05,0.001496654748
ITGA2B,3,TRUE,-3.455351195,0.0005495764596,0.005858625976
SMC2,2,TRUE,-3.54518228,0.0003923416654,0.004416001283
RHOU,3,TRUE,2.95720089,0.00310445785,0.02443888002
ENSA,3,TRUE,-3.100934977,0.001929106471,0.01651533623
ZNF813,3,TRUE,-3.039418069,0.002370356665,0.01951437195
IGFBP5,4,TRUE,3.666558894,0.0002458363209,0.003068111082
PACSIN1,3,TRUE,-2.883021103,0.003938810531,0.03001256318
NUDCD2,2,TRUE,-4.206604924,2.59E-05,0.0007569222093
CKAP2L,2,TRUE,-4.007992159,6.12E-05,0.001270059808
DHRS3,3,TRUE,4.927466959,8.33E-07,8.42E-05
HLA-DRB4,2,TRUE,3.744166952,0.0001809932796,0.002477298962
FLNB,3,TRUE,2.959270309,0.00308368484,0.02430411322
FUCA1,2,TRUE,4.169939292,3.05E-05,0.0008106946451
VTCN1,2,TRUE,4.699520403,2.61E-06,0.0001927403474
PTTG1,2,TRUE,-4.170795844,3.04E-05,0.0008106946451
SAT1,3,TRUE,3.561899542,0.0003681812721,0.004200929369
E2F8,3,TRUE,-4.624168929,3.76E-06,0.0002338167225
SUMF1,2,TRUE,3.389655064,0.0006998061799,0.007096205349
IFT20,2,TRUE,4.234627095,2.29E-05,0.0007070200514
RMI1,2,TRUE,-3.244856963,0.001175096332,0.01081273153
CRB3,2,TRUE,3.663848084,0.0002484541801,0.003083427623
TSPO,2,TRUE,3.708359528,0.0002086063314,0.002742389954
LMCD1,2,TRUE,4.876979054,1.08E-06,9.95E-05
EIF2AK4,2,TRUE,-3.940056551,8.15E-05,0.001496654748
AAAS,2,TRUE,-3.941745315,8.09E-05,0.001496654748
YBX2,2,TRUE,-3.838907529,0.0001235829596,0.001904057916
PCSK1N,3,TRUE,3.175573095,0.001495408419,0.013210434
DACH1,2,TRUE,-3.863251563,0.0001118876792,0.001793438173
WDHD1,3,TRUE,-3.044549604,0.002330289983,0.0192799614
DEPDC6,3,TRUE,7.033771031,2.01E-12,1.22E-09
CHTF18,3,TRUE,-2.94592239,0.003219931801,0.02516919664
MORN2,2,TRUE,3.253313347,0.001140676365,0.01053858219
GPR56,3,TRUE,3.90656182,9.36E-05,0.001625983264
NEIL3,2,TRUE,-3.985431694,6.74E-05,0.001345532853
IRX5,3,TRUE,3.380332602,0.0007239816126,0.007274812216
STC1,2,TRUE,4.092096589,4.27E-05,0.001015595308
FAM107B,2,TRUE,2.811880731,0.004925276253,0.03652501409
SLC31A2,2,TRUE,4.283902812,1.84E-05,0.0006296877698
NNT,2,TRUE,-4.03421098,5.48E-05,0.001183523988
PTMA,6,TRUE,-3.025594109,0.002481451689,0.02030334149
EPAS1,3,TRUE,3.075169561,0.002103829098,0.0176923782
DNMT1,2,TRUE,-4.504679677,6.65E-06,0.0003273109025
PIR,2,TRUE,-4.278506107,1.88E-05,0.0006418389568
C6orf141,3,TRUE,2.77187039,0.005573522367,0.04069711393
LOC147804,2,TRUE,-3.81109018,0.000138355279,0.002049753488
ZCCHC17,4,TRUE,2.738431872,0.006173294946,0.04449052869
C4orf18,2,TRUE,6.089156356,1.14E-09,2.70E-07
DHFRL1,3,TRUE,-2.883176878,0.003936863137,0.03001256318
BBS4,3,TRUE,3.00080517,0.00269266789,0.02179362846
PLA2G10,2,TRUE,3.056157892,0.002241931617,0.01864166139
EGR1,2,TRUE,3.788203422,0.0001517405883,0.002185828719
NEU1,2,TRUE,4.462994883,8.08E-06,0.0003721678735
GDF15,4,TRUE,5.994501805,2.04E-09,4.53E-07
XCR1,2,TRUE,2.989808448,0.002791524448,0.02232840644
DAB2,2,TRUE,4.061184409,4.88E-05,0.001119930392
GNPTG,2,TRUE,3.780201613,0.0001567014167,0.002241672739
LYAR,2,TRUE,-3.667896273,0.0002445543512,0.003057848767
KIFC1,2,TRUE,-3.735258079,0.0001875227762,0.002550923327
SACM1L,2,TRUE,-3.904507632,9.44E-05,0.001631336697
CARS2,3,TRUE,-2.989676648,0.002792729128,0.02232840644
CCNF,3,TRUE,-3.554896813,0.0003781274554,0.004277727608
C6orf48,2,TRUE,4.189559508,2.79E-05,0.0007766639805
GLA,2,TRUE,4.226239069,2.38E-05,0.0007120322648
AGPAT5,3,TRUE,-2.997095912,0.00272564944,0.02197699403
SPAG5,2,TRUE,-3.901110849,9.58E-05,0.001644767198
EIF4G1,2,TRUE,-3.985431694,6.74E-05,0.001345532853
NUDT8,2,TRUE,-3.553260522,0.0003804874501,0.004289834777
PPIL1,2,TRUE,-5.054577613,4.31E-07,4.86E-05
U2AF2,2,TRUE,-4.324562765,1.53E-05,0.0005776456464
ST8SIA4,2,TRUE,4.093294537,4.25E-05,0.001013981604
TXNDC5,2,TRUE,3.775894939,0.0001594341863,0.002247967758
CHRNA5,2,TRUE,-3.759594777,0.0001701887953,0.002363456923
BTG2,2,TRUE,4.624397007,3.76E-06,0.0002338167225
MOCS2,2,TRUE,2.991541775,0.002775725571,0.0222727702
EPB41L5,3,TRUE,2.961367869,0.003062758775,0.02416781895
TM4SF1,2,TRUE,4.310362917,1.63E-05,0.0005954052913
UBE2V2,2,TRUE,-3.02764425,0.002464680505,0.02019095408
KRT15,2,TRUE,4.304555555,1.67E-05,0.0005954052913
MTMR4,2,TRUE,-3.703586623,0.000212572549,0.002778101652
GTSE1,2,TRUE,-3.851183499,0.0001175483773,0.001843565407
TMEM45B,2,TRUE,4.16607675,3.10E-05,0.0008180017483
MCM4,2,TRUE,-4.226239069,2.38E-05,0.0007120322648
NOC3L,2,TRUE,-3.175007158,0.001498328054,0.01321867137
RRM1,2,TRUE,-3.704369866,0.0002119168641,0.002778101652
MRPS33,2,TRUE,3.701783541,0.00021408923,0.002788490722
UBE2NL,2,TRUE,-4.681203126,2.85E-06,0.0002062092359
NFKBIA,2,TRUE,3.334874212,0.0008533799248,0.008348063617
DKK1,2,TRUE,3.116811637,0.001828183412,0.0157731207
DNAJB9,2,TRUE,3.738069873,0.0001854384154,0.0025277384
H1FX,2,TRUE,-2.866982544,0.004144058698,0.03125428397
GBP2,2,TRUE,4.044484983,5.24E-05,0.001169219091
CFB,2,TRUE,4.362878694,1.28E-05,0.0005052454793
POLE2,2,TRUE,-4.029988314,5.58E-05,0.001195676103
IL24,2,TRUE,8.288140937,1.15E-16,2.55E-13
PIGP,2,TRUE,3.939583742,8.16E-05,0.001496654748
CLUAP1,2,TRUE,4.256825078,2.07E-05,0.0006728269534
NCAPD2,2,TRUE,-3.313510239,0.0009213273384,0.008897582218
SMOX,2,TRUE,2.914063944,0.003567568234,0.02759472546
CBFA2T3,2,TRUE,3.481713034,0.0004982173021,0.005385444867
BTG1,2,TRUE,4.18636337,2.83E-05,0.0007806601738
PHF5A,2,TRUE,-3.259927223,0.00111440805,0.01035784668
PREX1,2,TRUE,5.360150062,8.32E-08,1.20E-05
KLF9,2,TRUE,2.849230241,0.004382515275,0.03282938245
ZNF467,3,TRUE,2.951382918,0.00316354457,0.02484521662
ENC1,3,TRUE,2.950521563,0.003172378999,0.02488521828
UTP18,2,TRUE,-4.226239069,2.38E-05,0.0007120322648
C11orf51,2,TRUE,-4.001158643,6.30E-05,0.001283999375
MYO18A,2,TRUE,-5.072789462,3.92E-07,4.58E-05
SLC25A38,2,TRUE,4.170958261,3.03E-05,0.0008106946451
TUFT1,2,TRUE,4.268388906,1.97E-05,0.0006515976281
WIPI1,2,TRUE,4.208312304,2.57E-05,0.0007569222093
SUV39H1,2,TRUE,-3.65234359,0.0002598578741,0.003207002928
CEBPD,2,TRUE,3.926940403,8.60E-05,0.001542569895
PRR11,2,TRUE,-3.462006965,0.0005361632796,0.005752513123
RNASEH2B,2,TRUE,-4.002419334,6.27E-05,0.001283999375
FBXO27,2,TRUE,-3.731994789,0.0001899694326,0.002568448507
DTX3L,2,TRUE,3.814898074,0.0001362391547,0.002024697404
CDKN1A,4,TRUE,5.78079255,7.43E-09,1.30E-06
SPOCD1,3,TRUE,3.272359315,0.00106653937,0.009953961842
SEPP1,2,TRUE,3.360995393,0.0007766212085,0.007710573551
NXT2,2,TRUE,-4.312478269,1.61E-05,0.0005954052913
MTHFD1,2,TRUE,-3.746531459,0.000179296527,0.002461311434
CCNA2,2,TRUE,-4.086294232,4.38E-05,0.001033932775
TUBB8,3,TRUE,-3.678078809,0.0002349973573,0.002983210727
SLC43A2,3,TRUE,3.154534651,0.001607542875,0.01401490852
PRIC285,2,TRUE,5.022474281,5.10E-07,5.56E-05
SPSB2,2,TRUE,4.292078444,1.77E-05,0.0006132603125
